label,text,length,cleaned_text
ham,i wake up long ago already dunno what other thing ,54,wake long ago alreadi dunno thing
ham,oh just getting even with u u ,34,oh get even u u
ham,i thk shd be ok he said plus minus did ì leave a line in between paragraphs ,85,thk shd ok said plu minu ì leav line paragraph
ham,can you call me plz your number shows out of coveragd area i have urgnt call in vasai amp have to reach before o clock so call me plz,139,call plz number show coveragd area urgnt call vasai amp reach clock call plz
ham,yeah jay s sort of a fucking retard,35,yeah jay sort fuck retard
ham,sorry was in the bathroom sup,31,sorri bathroom sup
spam,ur balance is now å ur next question is who sang uptown girl in the s answer txt ur answer to good luck ,126,ur balanc å ur next question sang uptown girl answer txt ur answer good luck
ham,my exam is for february wish you a great day ,48,exam februari wish great day
ham,i dont know what to do to come out of this so only am ask questions like this dont mistake me ,94,dont know come ask question like dont mistak
ham,aight no rush i ll ask jay,27,aight rush ask jay
ham,good morning plz call me sir,28,good morn plz call sir
ham,it s ok lar u sleep early too nite ,41,ok lar u sleep earli nite
ham,oh icic k lor den meet other day ,42,oh icic k lor den meet day
ham,oh a half hour is much longer in syria than canada eh wow you must get so much more work done in a day than us with all that extra time grins ,150,oh half hour much longer syria canada eh wow must get much work done day us extra time grin
ham,sometimes we put walls around our hearts not just to be safe from getting hurt but to find out who cares enough to break the walls amp get closer goodnoon ,162,sometim put wall around heart safe get hurt find care enough break wall amp get closer goodnoon
ham,sweet we may or may not go to u to meet carlos so gauge patty s interest in that,82,sweet may may go u meet carlo gaug patti interest
ham,then she buying today ìï no need to c meh ,45,buy today ìï need c meh
ham,aight sorry i take ten years to shower what s the plan ,56,aight sorri take ten year shower plan
ham,every monday nxt week vl be completing ,41,everi monday nxt week vl complet
ham,might ax well im there ,23,might ax well im
ham,just chill for another hrs if you could sleep the pain is not a surgical emergency so see how it unfolds okay,112,chill anoth hr could sleep pain surgic emerg see unfold okay
ham,yeah i ll try to scrounge something up,38,yeah tri scroung someth
ham,crazy ar he s married ìï like gd looking guys not me my frens like say he s korean leona s fave but i dun thk he is aft some thinking mayb most prob i ll go ,160,crazi ar marri ìï like gd look guy fren like say korean leona fave dun thk aft think mayb prob go
ham,were somewhere on fredericksburg,32,somewher fredericksburg
ham,que pases un buen tiempo or something like that,47,que pase un buen tiempo someth like
ham,is it ok if i stay the night here xavier has a sleeping bag and i m getting tired,82,ok stay night xavier sleep bag get tire
ham,she doesnt need any test ,25,doesnt need test
ham,nothing much chillin at home any super bowl plan ,51,noth much chillin home super bowl plan
spam,free day sexy st george s day pic of jordan txt pic to dont miss out then every wk a saucy celeb more pics c pocketbabe co uk å wk,155,free day sexi st georg day pic jordan txt pic dont miss everi wk sauci celeb pic c pocketbab co uk å wk
ham,bugis oso near wat ,22,bugi oso near wat
ham,yo theres no class tmrw right ,30,yo there class tmrw right
ham,let ur heart be ur compass ur mind ur map ur soul ur guide and u will never loose in world gnun sent via way sms com,121,let ur heart ur compass ur mind ur map ur soul ur guid u never loos world gnun sent via way sm com
ham,goodnight sleep well da please take care pa please ,53,goodnight sleep well da pleas take care pa pleas
ham,baaaaabe i misss youuuuu where are you i have to go and teach my class at ,84,baaaaab misss youuuuu go teach class
ham,u ned to convince him tht its not possible witot hurting his feeling its the main,81,u ned convinc tht possibl witot hurt feel main
ham,good afternoon loverboy how goes you day any luck come your way i think of you sweetie and send my love across the sea to make you smile and happy,152,good afternoon loverboy goe day luck come way think sweeti send love across sea make smile happi
ham,if i start sending blackberry torch to nigeria will you find buyer for me like a month and tell dad not to buy bb from anyone oh ,131,start send blackberri torch nigeria find buyer like month tell dad buy bb anyon oh
ham, lt gt of pple marry with their lovers becz they hav gud undrstndng dat avoids problems i sent dis u u wil get gud news on friday by d person you like and tomorrow will be the best day of your life dont break this chain if you break you will suffer send this to lt gt frnds in lt gt mins whn u read ,327,lt gt pple marri lover becz hav gud undrstndng dat avoid problem sent di u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send lt gt frnd lt gt min whn u read
ham,yo dude guess who just got arrested the other day,49,yo dude guess got arrest day
ham,shuhui say change suntec steamboat u noe where where r u now ,65,shuhui say chang suntec steamboat u noe r u
ham,what does the dance river do ,29,danc river
ham,yetunde i m sorry but moji and i seem too busy to be able to go shopping can you just please find some other way to get what you wanted us to get please forgive me you can reply free via yahoo messenger ,207,yetund sorri moji seem busi abl go shop pleas find way get want us get pleas forgiv repli free via yahoo messeng
ham,hey i will be really pretty late you want to go for the lesson first i will join you i m only reaching tp mrt,114,hey realli pretti late want go lesson first join reach tp mrt
spam,hot live fantasies call now just p per min ntt ltd po box croydon cr wb k,101,hot live fantasi call p per min ntt ltd po box croydon cr wb k
ham,bbq this sat at mine from ish ur welcome come,49,bbq sat mine ish ur welcom come
ham,i don t know same thing that s wrong everyso often he panicks starts goin on bout not bein good enough û ,108,know thing wrong everyso often panick start goin bout bein good enough û
ham,alright i m out have a good night ,36,alright good night
ham,did you try making another butt ,32,tri make anoth butt
ham,hope you are feeling great pls fill me in abiola,50,hope feel great pl fill abiola
ham,i though we shd go out n have some fun so bar in town or something ûò sound ok ,80,though shd go n fun bar town someth ûò sound ok
ham, go to write msg put on dictionary mode cover the screen with hand press lt gt gently remove ur hand its interesting ,141,go write msg put dictionari mode cover screen hand press lt gt gentli remov ur hand interest
spam,bears pic nick and tom pete and dick in fact all types try gay chat with photo upload call p min stop texts call ,151,bear pic nick tom pete dick fact type tri gay chat photo upload call p min stop text call
spam, new mobiles from must go txt nokia to no collect yours today from only å www tc biz optout gbp mtmsg txtauction,154,new mobil must go txt nokia collect today å www tc biz optout gbp mtmsg txtauction
ham,we re finally ready fyi,23,final readi fyi
ham,auntie huai juan never pick up her phone,40,aunti huai juan never pick phone
spam,double mins double txt price linerental on latest orange bluetooth mobiles call mobileupd for the very latest offers or call optout lf ,159,doubl min doubl txt price linerent latest orang bluetooth mobil call mobileupd latest offer call optout lf
ham,ya tel wats ur problem ,25,ya tel wat ur problem
